:START_ID(Orgao_superior),:END_ID(Orgao)
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,197be10a93eebb3dfa8eedab945e431a62331597191ccb5c9205e59600e16095
e51d2e376b657e60fc51ad747da0caec89fd73249425c074901fff2539b1c5a5,5a8e0d40069a37e30efd23a1ba285d9e287d5b751f91d4f7685231abc1243223
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,5bcd74976c371077ebfdb34185f1428915ba1c3d8b374b3b65838b9fe4b30c55
baf2c04a475a6714a665b9a2c286f78c06ae7a8313119593b829d0648c8a2e72,ac1ef2e418b38ef628f2dd9b2ae25c8a9d838f9a0db0ef907b2d76406e67dc15
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,2cbceb750e40bcc8ed155b67773b497296afb8874abbf08a168dc9911619295e
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,1b04bf550116470468aed5e796c0f83d95e7d494284ec3cbffc79482a5b0b94b
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,f77eb1310197e6cc82374c2e14aeebb547a942be7c1f77c252f33d306034f84d
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,7416a642dab276e659106df601b1f4760d3769287a5659c190451c49273ea63e
e929a1a2758c6cef636a2b3546fe7f57e45eb2ac59a180af2f902a728b938093,3bfa86a14de848234a8a5503ca66d22b6fdde3841cb5062610b00298498c160b
86bcbc656d1f5272014006e1a9ff0173657f4d493ce373c7a049795f6993e486,a7bb71a3c6ce94d9f0159f93ff0e1917eebb4fd29107b071ebc69f145e74c7fd
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,1e52404bc65356d65a0d3090dcf048aa53a76e738b88c3a79cb026e6554b4d76
5c2efafd920a216653e864467ba8ea0f303cd2167fef6f4cd03ecd5257b05c05,9b5fdff834345fc823b34ee853fabfad6269f6c21bd232a7a115d45085120d12
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,f7a8c86cc6fd7675922ccd626aab0bc52779dd49fc9c0dbefa7aee27eeaad100
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,05a32c81e46ae89022f13d7ca74c640a2811e4e8d71f034814adf97c590cad05
7ed7b74c3360466be651ed9f92269011c6d5cb56432ba334d96c74e4923fe541,fd91439883fe89eb61326f33a4e870503da3edee464aec2e7de0f2bf88a4e857
baf2c04a475a6714a665b9a2c286f78c06ae7a8313119593b829d0648c8a2e72,c4d0ea79a8f99ecd480328fad43e5d8455780318d2b88126241f18383cfc0eb2
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,3b37856013397075d5fcadf0ced65d56fed5b1b1281256b482eb149b0d786668
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,d04acb1fd6b68f1fd4a01c94534b0a20ff40ebb6b42d0e4185ae3ef5f24ce636
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,b62f0b3da7c759cacb54dd83401f3f8c0a56d24028f6c7661b2b345b9a406246
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,befa927579ad7360533214f83997be9ef02bc21ddf0863b87440284b52d1f814
f44a45098009b7134a19e8efa1e8beef5fd9dceae6b23aed9d439c0b5312774e,11955df008effb70b3a506fc9dc3b6d3a0931f9d066efb0852b2aea53c066e9c
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,ab4cfddbce4eece7cf9e0d317b01bef93ab78142e0cfb7fe682beea7a2a86450
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,656db4a910d41840e78e64f1611b4ab74ab7aed3db4dcf6ed32f494e9a8d1618
e929a1a2758c6cef636a2b3546fe7f57e45eb2ac59a180af2f902a728b938093,c04587e6774a6941d31f3d91ff2bb57b2dd69af567ac4d194cad2ba1942af1e6
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,9a5e61f3e8c8c821336196756c95eb5f6083b5b037a26bcdced4b33bd7570880
d1f594e0692cf0ed5f712500e15624e57f3a205608ba3e2ee67fd00ed42d9aa2,41cf7829de7b7f58d45f1481c13a19135dcee8cb048db5bc5db234f8df70c56b
e51d2e376b657e60fc51ad747da0caec89fd73249425c074901fff2539b1c5a5,c87c15427482baedd23457b27dd570e065dfe6c27d4daf988068c38df33ef831
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,9b3d148bac86444b904fdc89bdf93dddf6d08e3504c14ded695c385a86507adf
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,4833dab3920b8d1ebfbb25c9c2c8ff44da859a59091ad0663f1dea39e79a53d0
9708ca7f8085a889841a79a6ed45147a5ea57dbb542a72fb5f888ee58ab3230d,a24e52cb71b88b2f3abe57aafe811de79a5f1bf0efc8c3e995c0380652a0abb0
9708ca7f8085a889841a79a6ed45147a5ea57dbb542a72fb5f888ee58ab3230d,211a494f0ccff5d89695e5e4222ca492f4fa267400719f9b582e5bdd28aec372
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,70504b4a59ee0b304188263b09f7e3f4ab596959e84635899073f835710edb02
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,d6528154fb55f54f7a1e50f2d1f9eb034a4104c84b39e63b797f8e4cf1616568
d7d949781285ef18b92a9db074c1b523c47983434614681bcf5348ad55a8c8bd,3a4e2ec55e5cf7783a7fb32b523f7d1f0280df32132cb044ff4344727b10815c
e51d2e376b657e60fc51ad747da0caec89fd73249425c074901fff2539b1c5a5,92b5036892d79b2a131b8eb273f4f4e4c62bf88890e8de8cf02a745b4667b1e5
9708ca7f8085a889841a79a6ed45147a5ea57dbb542a72fb5f888ee58ab3230d,3bb2f7822a4ae9d352f2c261fc5cc906773b4fc3b2aebd58c5895880d104dcd8
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,631e0f3d9bc5f12378405955d6654d3613956e58345edc6b949e3ab69fc2e60a
47a54ade37d4c99dfebdde2a35b852e86783cde76fec3a59cf1ea8e4649a3361,e950d9ca75687af7e7c110e5251aa9cce6b1c469bfc566849b9a2f29bffab69f
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,8d6f6b32b3d3d9e8d0c892270963413ec4fe2578ed0f2e3137b35b7c6c3b3df9
f44a45098009b7134a19e8efa1e8beef5fd9dceae6b23aed9d439c0b5312774e,4211191b673302e02a28bac25f6a594380e47ec30cb9375359e72b3adf342420
d7d949781285ef18b92a9db074c1b523c47983434614681bcf5348ad55a8c8bd,2b6f52c11c878d5c2eb1585160803a8b25384d6626cbe1ab5459834d0ab25e95
d1f594e0692cf0ed5f712500e15624e57f3a205608ba3e2ee67fd00ed42d9aa2,af7ea8c0315b3b732c833159f5cbf2b638650d8723944ae8e2c22b53b3061912
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,998187c631931df238d978b27754fc1fd20aa65be2f5754ba5cec175576d3c95
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,bfdf7150ab36cea644ef79b49bfb9e4ee92c49056769d7dc589aedd4b7191811
a1dc81cfa9344831b87dcb5cec01a47f2eaf3da1da76760175d8d3f0680cc87c,8ee117ecfb493b916b0112e1dc2f87f92718d7ad4b40a589790dd783959016b1
cef47169adf91d4efaff9007f1d006ac4e88bf88683ad56fd35baed066dcdcc6,607434226c35f8bf16edb7ae2e7c61ebb514dbc567d7546865c15653038a6e75
6dda5c5a2247d348c4c07f9d7edc9b02aa6ba5e8774ed22a046bd3ee479ca8b2,1d6551ceff12cf93ca0c6a4e3704eb68d35b7fd1ca393583e0cc276a1957751b
70b79135d80ec385a6736ace67c6dddc172951cfd5dc120d4fe2e4fc1ffc02e2,2d6cec0ac9e7cf4ed6512fc6abab156aa9d106430f8b14076d04a05b3690cc93
6dda5c5a2247d348c4c07f9d7edc9b02aa6ba5e8774ed22a046bd3ee479ca8b2,48e27e2b1eba9e238259a17463417a81bf8f5c38c83caabf0c2cdd022f017ee2
41994a9fc15b9697e3e370568df68851e1b416bf7eccc7a62c1d7c026c36099e,ff63472b842684908ca432ef0d0564bdf17a195d0f13eeeb18d0f19d28bd5101
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,e80d6565ed519606d0747612f8e59579d3983484be0ef6449a07b776d8b5135e
cef47169adf91d4efaff9007f1d006ac4e88bf88683ad56fd35baed066dcdcc6,79aa4225e90e6b4c55a45b365792e28f1a242901f51ecbc456a7901fe20b048a
cef47169adf91d4efaff9007f1d006ac4e88bf88683ad56fd35baed066dcdcc6,648a6e41468932992e6fbc137f49806cbd9f1ce8b35a9783c0cf8c55a0b6a1d9
d1f594e0692cf0ed5f712500e15624e57f3a205608ba3e2ee67fd00ed42d9aa2,c566a30616de21a140df36a02c86798f71b3533430c3060749b449486c8f2dce
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,8c144014c3102c427cea913f0930afb0cbf63c0c747596d42b7998780058f314
86bcbc656d1f5272014006e1a9ff0173657f4d493ce373c7a049795f6993e486,8c7d35cbaf50bab10ac20b0c6d020ab828e1f660f1fe5ad013a67cc5643062d5
41994a9fc15b9697e3e370568df68851e1b416bf7eccc7a62c1d7c026c36099e,5a240e0896e68ba561bc05311267879440b7e79dfb16ef88ed761dbd5ecd7dc3
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,0ab9d24cf417c305407c78fa01728f0ae0a73dc36cddc371b1ccfb39eb0c1db8
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,8e5ad7f203c38d081100d1d5ee191171d7cc5448dcf7c4d17104ed6b7fb8529b
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,68639158e240d097d1c388c24902259890e1ed945972843ab3fd0c0b07d31a15
e51d2e376b657e60fc51ad747da0caec89fd73249425c074901fff2539b1c5a5,c6b7f5e5f2c882615e1f007a8b6d5335e1195bf3fd82344b708de34d2baba01f
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,e1dea1f7806b309ab41e8184f504082ed7a48ecee11799d88ac975fbaacbae8a
74f08ce38c5bde2a2c1697809347a3b30e69582bc88eae8dd1d8175abc5d830f,2d35a88fe14db4df2b19189131c3c79bdbf2663ab3c45f1e8bc367b653ca411d
41994a9fc15b9697e3e370568df68851e1b416bf7eccc7a62c1d7c026c36099e,e61c5970bf967f7c20f164a747c9dcc32e5d0f17b248c50eac8ba22007b79563
cef47169adf91d4efaff9007f1d006ac4e88bf88683ad56fd35baed066dcdcc6,5ce445ea11af7a3c68787ef4385844ac13ad778ebdf351b0cd14c48f90759024
d1f594e0692cf0ed5f712500e15624e57f3a205608ba3e2ee67fd00ed42d9aa2,8baab708424a11af496d2599b634b38eefbe50cec9f4021e4f5adcc4fa54502f
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,2850e79f95527e98f13aa2db2384dec13a4ead1cf046aee7847490f4941176fc
70b79135d80ec385a6736ace67c6dddc172951cfd5dc120d4fe2e4fc1ffc02e2,f4c86f9a1dc7590d737bf98270f060df5734d46a25fbd32ea17acd5c732e9838
74f08ce38c5bde2a2c1697809347a3b30e69582bc88eae8dd1d8175abc5d830f,8b26d65642ce2ed6e89a7721a3353de6512ef1ac7f3d04f1732400f17deea075
d389f865b82cf1d2b6780c3d9469e983c794f665a51b857412e78b9b2bdf72c0,9c3e51831284cc259b193f406f8a6b99619df4784bbb8346b01707bc98105d57
baf2c04a475a6714a665b9a2c286f78c06ae7a8313119593b829d0648c8a2e72,5c468b911a8de3dc18f652a64464d576b88077dc453a5c2ca5db93c26b82c539
55da838cc76937614dd8d1830931a26110d54fed7724932f92ffba547cf1baaa,2fdcf9d2fd07780246f4952d4bfca1a67179bf643f734ebee4a4422d930ce60b
41994a9fc15b9697e3e370568df68851e1b416bf7eccc7a62c1d7c026c36099e,5287d9a9680723b3a5aaf3bdfe9346dde720d4bdde5b128a1385a7ee4ec452ee
