:START_ID(Unidade_gestora),:END_ID(Portador)
e0dd9f0e51a7b261c906f2e2c255e0465d4520f94b839df214db3c2611ac0a42,96a961b740923aae4bf2c86885e3d8b1bf22497aaaac033a88dac9fb84279e96
6301315eaadb3de2cac54b6d7b6b5b7bde12574518a2430769962b42f7029f60,6e05629d50562946ccf5a0c5df3fb3fcf65b28434f7ee590a2ed4484cc5c25c1
5e7730a29a2d0585527a51bf58900fe102bf2a2f6d5257d099e527566ab0d17c,344bb6dede93408a8132cc13da986c3f04384d22c6547e238f4bfbf4f5e96a66
8f36215a553aedd67c30bcb6236e34d7644ad7a0565a75fcf1855ed07a42f4d7,fc572d2586bae69b3618ea053bbf38df02899d94d6ec5ab0dfddb99ec9466e1b
abc9d3adfc9f219791a0b3b8ebf28b1bcd272bc69e547e1903d1691dde277acb,5c5eab724296140685370a4c6d6fe88fb4fbaa8434f8219c5a6debdedbf7db6e
230d9cc9b53fe43961eec8859677fa77136eca6d3344f95567fc3c4e12da5cb9,2d2a19d904dfa1ac00a2877a8e5c0c17cc1e1817e3d30874bdc6d3ea1d0428cb
947eb2dfedc6b92e784a64811710c34b60d434a2d839190ad58907659052b5ba,5d5fdcc9164782a1d032d2ad02126df96b238bc80bf8edc6b5a83d5a073cadc1
3dc0f044f87f8f83500bdbcf3361d057a7f06b089450f28f13475cf71709e36b,722132fd9c3a89868061955e5c9dfdf2c6c34f4c524a514b53442f87290bf44f
9b057a5358337c2f8d0cfd1d7512df738be9715159695be051416ad530e949a9,a9ec3c7b41ae16cde2f3276258acae62c4593fd74614a495e7cf81c5e4101e92
d6cd9c4eb8505a9865feca8bd3cbf5271179613f8bb61842c92bc1e7f06c54d8,56cc8c35848e593f5c74f5abde14f01c054e24007fa293e76dba636433760937
01c11e60fa0203a32e339c68ee8fb31846775dbb9904da456f589b366a80bacc,4d81bfc8ab2c319c692443ddfea5945655c305162cc68c0fdaaed8e99c786b08
a306a4fc900d04e9cd1f94449f28c23ff0454a0645cef036b47116342c186e9e,b2280e457907c81e2e62e4c550a8609160261244141dcbcf8b789b5f8a0271fd
5cc7468b8275a8feb308522a0edada54fc0ff14fcd23a7196a2fdd97d2a8d65b,1be84722eea9825dd64cb3ff54278f189d7b23aef01050ca826eff11e02d19d8
f87d1bfd2ba4237afb08b4b307761cda894413f4fc5e7fd7f8447b3a9c0c553e,17cf75dc2781cf2f03783d5b464bf71ae914025bbcc23f06d4097ef7f04d3a2a
bf715d340b604f118f5a8ec70850c3768e6b63677c2350f58809aeb36cd8acf4,1533f68bc3d72317ad01f95a0793ca7807d728deb1650d91809a1b1f79ddd29d
3c507c33ce78baf3e60e0310bbc886a0a81cf5fbe3785b45670b6e82dd32d9e5,3f16af59dfbc1a3b9d71ed101d06b43d8c38377d355836447370582e93ac1813
e0e68419118e56b74923cf6fb8c3935c97158dc6bd819078f27efd72dfe29395,ca573474bdcb71408a59b4a3e783dbcb36c2cb7f8244be32eb781137fbb25871
23db36994409ca1ce9ad894befed648c84750b3d3a344b4a021437474a7ddea4,cef71f6e6aaa96bb3781b839b937fe1535d33723216905ca4b911523461ded55
5e7730a29a2d0585527a51bf58900fe102bf2a2f6d5257d099e527566ab0d17c,e8025b61f6603c6e731c4dae1e41be42d3e109a9b1eb43df9c6b6d0b064f6bfb
cb31257277bd94b6a924ab2442938f94c5c620e489bfd5fa651db75a8f55a80c,3057562de5dec554ca45dcfdcb7773b736cb37d28b7a6530d17437b109fb892f
059be97518041a7946f8a402be99da069565879ccd932817080e6b6fac4416f4,143374be2697eb3a69a4f3f5438d68c5b3824f10328bcf0a8455ab2bc1145a8a
081177d260c305fb18b9a290266384c422f5b6b626570154e2ed539174b00c13,f6292a294a2fddb79858a22488a21a97b873f770451fc98a62de9ad73333fc46
320ccc9c0273e1f3c5fbadfdea5f520b70608920605cc93c29d6f42e637f8a1b,28845618218bf23db78008529fd9398470d16f459e3a467b02f7e5a38f894840
40da5c645a99a8df77422037020c961a10cd7fe8d5e2e7fdbdbd85902aae3a7e,28fe7ddc601dcf77f7540ca94a5385109f43e05eef1fca127c4f1dde3f765fc9
5e7730a29a2d0585527a51bf58900fe102bf2a2f6d5257d099e527566ab0d17c,530e8faaf311a88199ddaa131a0ca48d412f6b2bfe74d5584d1aa6ec7a636801
9b057a5358337c2f8d0cfd1d7512df738be9715159695be051416ad530e949a9,cb6ed4edcc43bca0ea2224749f86efd87582e0bc813c995a35802005df880662
081177d260c305fb18b9a290266384c422f5b6b626570154e2ed539174b00c13,98b6406c187fb19bb7fd717aedece81d7bb891ec8094272522a88a1806495a3a
54a36a8a0772aaace951d95ab34d03d53bd46b2684d7685b4e7d2658a77fec6e,23b8c457cd0b32d1f681470c7a310ecf590a23d3a246a477b4e711b8abae4de9
619f7fa38820fa2249404e117bcafa185a8157b536e55d6f6b90572281c43157,e617739477c513bf99b0435e05ffe90c4251e8254cd0e0f9c47af4c45241498d
2ddcd6f0a00fb3358bf57f517254bbd2f6d626c9915fc4d61af30d7b7c3878bc,12c12e8acddc83b5cb8898199cc37c7bee1d0d5dbeb213a6026f5ddb987c1d85
e0848db27f7bba1bcbf9da3770e9726469acb7f1bd97bd5840bf2cb6cc12b2ae,84bcaac62acfd52be9f71cea994b6913b0f3c681da11ab1def0f4f4c6b85e50d
361bdac575ab9c7cfca22f9208b1c8fc95c505cd86d8e6ff823db2b5b4d2fed9,d3f05a04963cba40e2e7ec2d76c2e9a82e09e81d7fe1efda379f45d882fa8cf0
d94280a25c394dd0eeda86819a24c5681203eb9b73f663ca243a8edfad69965c,cc473e4648aa24d64f1ef1057ab02e15dce13079358c1fff2f0c324992c30835
ebd2175591b965a1a328c3646f86bcd660aa604092a0cf5e3496479490099573,3d97c884f326651c4a1a10759eef147a2e993877dd83254fd751324b24aba6c1
01c11e60fa0203a32e339c68ee8fb31846775dbb9904da456f589b366a80bacc,264bff496eacc5ff0c75e69c10fdc9adaa81759c225c88a357e38461fa99cc09
2150173fffad3dfc21829206a0ecc7bd05565ff2ad0826c0c044e51f640ef266,1adb8043a05604daae7fc3f89f3b429c2909aa919996733465aefa227845f72d
e9faa459e527c33c4fcb28c37f2d9f11486e1ea1f7321dd21522862bed72f6af,ac57b53741b21068f0943066dbe4b28ff9e4c82f7be8d62ab5cc25df24d15ae2
947eb2dfedc6b92e784a64811710c34b60d434a2d839190ad58907659052b5ba,d71d7c50b682d89b31ecb454f43d98a78ad19dc5da2022814c1907f15c73e1c5
a4f7b36906a67b2e6a1d9b99ca819f7faaa978e0aeb2ea3e7f20e79a278e8e1c,35dfce7e16719dc7a32130420a0d884f5a060d64965679b4dfd92866bf424490
44e92614313fdae6976e5f6438d407df5311bc872efb28417ac4edfceeb585ec,11597ae5e650483db7bf69392291d2e9f4fca0c23f37053491a89192dd582326
daad50b2e597c267f3dd3f9c3e69107afcfa066fa2be4ebeb3539007ef6df602,eaf733aefabc3a6091f957edc336e38803c84c4ee49099a308c25818d431969b
445b4615b8571bb5ff99f8ed665b3fd158e59c4ab6fca42ea958f934ceb34242,1ce5f9d3d04f295fa2a56cbcf70b392d3d27524a3ae8d38c2e393bfdcb3d547d
2777007bb40d9ec50ce3779bdd3996d30754033ca1c20b65fa8310ed27a3a232,966bc68d16cd1699c5aa0926599ff7c47a29cca6a6e436f9c22ec130546c46c3
3c507c33ce78baf3e60e0310bbc886a0a81cf5fbe3785b45670b6e82dd32d9e5,178ec4f270a30efded2e5541e3a2df35a45f35dc9967715b85a1a81fc507ddb2
5d5d98c8dc59ab2368ee5ea605d6b82790b1b6dacac11fbfc752013460300a14,b8a55edd67f489914be79d5042bbceb03cffce392bf36d5b0edba03d08c491bb
9b057a5358337c2f8d0cfd1d7512df738be9715159695be051416ad530e949a9,3fda236a62a0722ce3b62b5bf2b8eb498162cf24de6e791bbd939e6ef774ba26
071d82c49763825c25a6b654e565fa602f399482b89b8745fc25912ceee90144,1b8fa0c32bc1774b4faaded5718b6f438ea463166f73925ac2a3d9eb47480302
5e7730a29a2d0585527a51bf58900fe102bf2a2f6d5257d099e527566ab0d17c,a9818bcdc687c6ecce1c0a3ec7376302306742c85124a20b8c5904eef3553e02
5e7730a29a2d0585527a51bf58900fe102bf2a2f6d5257d099e527566ab0d17c,d057b5b6f4f71c737b753151c33b4c3550538b6dbfd2bc99abe31aa30634c94a
081177d260c305fb18b9a290266384c422f5b6b626570154e2ed539174b00c13,57e34b858f92d1a046b876f6506449d8d42a7059488d5a4ac1cffc42c9c0d338
9b057a5358337c2f8d0cfd1d7512df738be9715159695be051416ad530e949a9,885420c1896ea342a3e322d9da9a53e813d740732f40851629de164b2b0ece65
313b50474be57b8355dbebfe8e3d7ec45ac870976d2205894935ad008bb0958d,dd3936a2dbaf092f9214df9ce03a22ebca2559a35409b37f1f816b6da9e35c65
65b9a6250daa08d8de58a25d5ea96647fd88f8940019f8cbb81a48022898896d,c3acf26e8747c6ab946fd80f941dd0a0033417e1397f5425dc40f0c7ceee9d30
77e7acb0c3d15e0288661106f1263ea40e164425747610a0e9dd10412679a61c,22985a1c65a22b359a5199d624df7da2a5dbba380c4d25764b0528937e85b92b
ebf098760ce97a32aa1c2eda32436beb44f68a7fb57883d3d8b8621d3071ec95,e07cabe1d5108ff25adfee2bd15f54777bfde97683d8d57802aad1bb695485d6
fd840ca75934c89bf35fdc2104920b905d52b86f9d85726f032e249ffbf4d697,2565ce5c0e0e9e51476af079f4aeb91d0900c70f3391c6c6f9219aafc7328acb
9ab30b8cd5a96f7428091113b3ca5be2db5d0f70babb72e724071ddf9b7702fa,62f64994b13c581e4c0a9be51ca5f0d704749731b52f7df9229dc439b6f1cce9
9b057a5358337c2f8d0cfd1d7512df738be9715159695be051416ad530e949a9,f702811fa37ba4e933e015326c4104077807664a611fdc701a5e986695e290ac
619fb6eab51032b3a750298262ab5a208900fa66fd59e9d9bc8aa12aacf30fdf,d0cf50573239beb7f0b517c28293308354d38e2b433b7b0cab2035cf07add357
e0848db27f7bba1bcbf9da3770e9726469acb7f1bd97bd5840bf2cb6cc12b2ae,50aa6c1f12f7ed7cc9cb5246f9370ebc8d8bdb8f98925d05425fbcbe7e1f08b7
afeeb63ee499c4159ea4de12ea86d94ad05b13bfff01e58f9104f581f5cfa344,7ca6dcfe157ef9f6416c9173a52127c7904087f4858d69faa1720d465e6c448a
2f80012fc3a08cda07de5e448e52fe4888ea7276615a31d220c337a670a21e7b,5709a1405888c7a8bb3e66656d9bbe784329c9e064c3d9cabd3b9278a8e36740
3732e88691fffa2da0c54b5c8abfd91aeeb3bd6cd5f46848707451c98cdc4dae,1bd11b40f8f8bc7f4647e2a1ab2be84e362ffb5e19b3fb43d48ca6a2edeaabb7
9770dfb6f1514189cf4a8c201ee21d4c09242a613fb38d5ac62b24fa9d997456,3208162ab72fc6b7cb55c0a1125e7fad8061a916d3ddcbdcce0e26516604c599
af7600108f25d0919a32686f9ebc58cde02b508d194538dd1e2ceafc44df2978,8770804035dbe4aea18afe6fcbbb43da8082beaaf9c21a2a432433927b4978b3
af7600108f25d0919a32686f9ebc58cde02b508d194538dd1e2ceafc44df2978,25a77af0c94db1cd9f947f1ed5bc1dcad554a38d392b38e2a67c9645fc7dbd6f
17fb12d3cf64722380e37963838d124b6b7cb4dd997254e23baf51dc0fb4b576,3de0c6b03ce761e6a11c0b2decbd63ae73e477a4191252c98a35a2204bba287c
2150173fffad3dfc21829206a0ecc7bd05565ff2ad0826c0c044e51f640ef266,6a6a329c6078b139cc8050b906ab1fe1825499c2b8252a52bf9b184381620e5e
9b057a5358337c2f8d0cfd1d7512df738be9715159695be051416ad530e949a9,f91b2203cef00ff62893c6f4be789d2619a958afb29d369426224f59aee05e7a
5e14d7b852412a5b450ecd153f2525b6f86cee95950f15ecce3cae96340b4e96,eeceec13ca7096b9eec646c48724b554e796062610de8b15406b4602f5f9a2df
2f6579cbafaa4dfcdc22db9467b35a3c6a85b305d7c18a3d5dcb1fa90501c8e9,bc22e03a6000c844eb9333197fc7432eef56cb140c1b347c2fe624e86ba13533
081177d260c305fb18b9a290266384c422f5b6b626570154e2ed539174b00c13,16e20161737fc1e442b42b8361429b21a78703f731bc84fff6a8d23ca5f56563
a2884fc4bdb763c88c06f958db594c4e0d66138e04eb7836e74458e712cf73eb,cd0ed797a984a6929b889b813f51121353fc740e48b9e146ed3d12273b92ab5c
abc9d3adfc9f219791a0b3b8ebf28b1bcd272bc69e547e1903d1691dde277acb,96fb34a2a0f7fa635c9647d5f1383c0f846c7d7bdd29b8a50d1308d93d52cb37
747f3cae5353d25b463613472efae91b41b6eb2c24f4377d0a282993672c537b,9c57f850be018752514349cfb6c780093c2fd5f4f8f2e5ac2db050826d5e6be1
6301315eaadb3de2cac54b6d7b6b5b7bde12574518a2430769962b42f7029f60,883ecafb41d4def8a17f0a81591d75b2dfc28a850325095b61738de8f0bcd7d4
ac96d664fc80e4c0442c210be76cb6638e6e50a8e19672f5b8d1a0129e17b2eb,e89fb311fca837f822b6dda69d6e26b7ce4cf3e01aa59d49a1be182bd2b7c2ec
947eb2dfedc6b92e784a64811710c34b60d434a2d839190ad58907659052b5ba,7afa03fdef041cbaa19af203e80d4d1583095f1919c14188fe15443bfa78adcc
5e2570098fae43cf9c6976f4a837e61915e3a449c68af2a03c16f7b77a54fb71,f2d4b83d8c442bbd712624f148cb7fdcbd60386d41a0aba109fed5c2260716a0
443169bba2fb6e5e1f66e36acbd04263a39bfeda7b6bd2404d816f2c66cb5a5b,ea4574acac5b53ecab139965473940c54bf903044e1f552e4569e1b532788913
c4e7221656363f524bc92ebfdb58199d64185564d3a9f03c780a03f0f90dfe59,2e666fddd2a1c2dfdb5c5b3feee6a2d53e7b0b51e172dd9f58c4b74f36faee77
e0848db27f7bba1bcbf9da3770e9726469acb7f1bd97bd5840bf2cb6cc12b2ae,9281c4959c73fa61c081e89af8fc0fe0d8630959919748222c8a4a14e54281ed
72e6dc7b288ddedc609ffc300ca36c9506145587d97e64b59db129636ba3011a,4bd0c71877d5c6fb06caa0eed94141d837af4acd5250d69cf2a1ba356d12bfe6
3b3f6ff65aa22cf9e6e496d75101034d08f8c9222557b39b07f6beb585985958,4aeb525f98525c55d30bdc7dc87b5009c0444a22b23b725c50456e8d0e9f1c64
d5b3c2047a4526ab40070aa4c0007f35f93e3c0b9dbb9a92d755911eae6278ea,312c4f1090c57570b1305680a24b61120d98b62e79b52c8e5c702a5dda2d8be8
abc9d3adfc9f219791a0b3b8ebf28b1bcd272bc69e547e1903d1691dde277acb,191ff545570cf60d4c5f87f85be3d5b5ff1f77f45396d66675e39c2d639bd98d
9b635506cf5cd5df652126e321c59129f882b679a990db4da76081278126f152,642158d161cdd2b0aee82d33520920031447eb745bec3f4681b378ec41052e63
abc9d3adfc9f219791a0b3b8ebf28b1bcd272bc69e547e1903d1691dde277acb,b60324ab2100b61c8059df19b29767fb1d9536d53b226e2f47b50f8497b9c23a
747f3cae5353d25b463613472efae91b41b6eb2c24f4377d0a282993672c537b,138f065d4b8d1442cad8117bba885b4b7f57c3c2e0f7a676b95d32460204df52
081177d260c305fb18b9a290266384c422f5b6b626570154e2ed539174b00c13,1f03987a2724ff40a7a74ccb234eb747376fb9aaac78463a88b1401faad127da
a275cde51ff87a7242fcaadced92b4a71a6b2a768b6847efa2afc9e9b05bfbd3,38e42a52b72100da975e93bafd12cc992d0d4574917762c002cd13afc32d953a
f17a6ad6eae42c79d2e94f4dac31bbd6a69a48eedb725204dce93293cf1a3b76,42758e295c844ca7f494ddba1ce9076c19b1c9e9067ba4f226e2329d5cbae748
9b057a5358337c2f8d0cfd1d7512df738be9715159695be051416ad530e949a9,66a457daa2305bfad2908e1bb6ed2b986be5ca090aae309b04a1060fa2325acf
84b20db20019594eabbcb0223eb9f0514f31ac22dc7f61ec46944006c20dde5e,ae9190b0fb2e69c0fce2543e7bb59d06f87d476ca44d490c003c0f2a3332f69e
ff700a79d38b393d9ba9de39c9758af864715adf503fb9273a4265b157d85822,52e5131dd3e3af3af00c0e444c5d4221265fe52fb262d03dc82648a0583ebd36
328fe2fc8afb6c8bd09b3dd2e0537446089525f3d63ab27ab161dee3247cfe94,096b9e649260eb475175a265251edf30f7dcd5c9ddb58b17d9c02e598633359b
77e7acb0c3d15e0288661106f1263ea40e164425747610a0e9dd10412679a61c,8f273615e94ca5032454e86a9c5f7ad762e17cec258237ca42b03ef307b38beb
b5e744a09d54493a3a47c0334337ab8a798d7ba74af2b1efadd6fb24156210b8,d577d1cc27989c674b866b182d0c89cca0103e6713f18d60e9b3a29b6094cd00
ca250299820a4240af0389f53ee4147d36ccfb815b649cd33222f9539f42a3b9,5cbd5d5158741ec25e2b33827958ac77b51cd78776c458fa18ffb45e2d0d47e1
50999fab3ac5e2a6bdf59661297d7176c85e0334f22d0c17d5c1e5bc727a41a8,7a2fdeb742774b7f20ef2400d38ad9742ec9c83d536ae27a4304c1caa40e313f
c21e3b988084a71ede7db0d774a51caed4e95f9b09dd641bf0901159d0c7b1ed,c1aed6a0e3915f723842fa27210026f1d53502e9b2e2ead07433e88db480573a
5fd274f545d9bff713da81e42a5504852819da6d5df107187549643beb31f703,817c462a7f85ed478cf21a2b6c2364a69f41ab6b4110379d0ae93b0061e9cf97
abc9d3adfc9f219791a0b3b8ebf28b1bcd272bc69e547e1903d1691dde277acb,d3078fd052020eda3a314748d7fb0c7d65b731e5e33132df56e78dab5735ba9b
b1a5786002479f3b91878476be21639cc6ef244a7e3b2497d27f052452c7f4cf,6aedd2530d6ca66959f859695ce702c8d5f5c7d37a46ce5e0a4045dc08ee2a97
6f06e219436b00aab7daf4faa9f0b2aa66a6435d4eeb85cc7c1846f5370008bf,8769b213e3c3aeedbf201bbfe7b54b168f95dc4fa8c9750ba58da182f6a1734e
ebd2175591b965a1a328c3646f86bcd660aa604092a0cf5e3496479490099573,6151c3e3beb46f5bb41b784edd372070cdb568f6791f3c9e8b7971b708596551
2150173fffad3dfc21829206a0ecc7bd05565ff2ad0826c0c044e51f640ef266,d8c21c912917bad64ef080582edd5ae83d60662ac8995d3eaff1a04e2db83f3d
a443dd33b0ae80e5cdbba6d7204abefe6853e3dad19e2cc923f359ac780df9b3,4a3011ab9e5e5d109c6372532fb0a9c7b5b7a0cb6667e980e412538018c75ce1
86b82bb31495a11e79aba6eb3b4265174cfeda78044dc1377a4dbcb2a6272082,8813ed77de0eb99c3a3958557b4ca2b58575a7a3a1902a903cf3aa3798fe2378
4c188d8ce9fca84abfc656bde3ab36868fd1dc58e77c4258443c8ddd46fc738d,d887d808be4e7e19a046c2deb9dc112a7139b3cfb98b33669408d18add4d2e14
c0e0466adef96edf86303f22085a6a790da0c95c8b28fb7999a69f0f076460c7,3606316b6f0b66f69940ed259b6f0e1838ea4266f2b94e59c6cc31c87dc86d2c
1e861b584c50cb685b13bab6661946d69c0a666113dbe9a414dbb3c7c51316c5,b199068c4c5fee5e83af7cda6d228d747c14f40b1867e9da78c8b8ff577fe33a
f87d1bfd2ba4237afb08b4b307761cda894413f4fc5e7fd7f8447b3a9c0c553e,19c3e50e5f2f093ba012b7a42fddf85f5cecc22bd2a16b1eb319ea42e0f4359d
e72e00d3a6fab18343d50129cbc37b5ad0623a8ca9252806243e446348612207,903dadae76d9ceab3ef1bf301011f1e69a99484dfb306d8ee2369b496b16b93f
58c7e0b18cc19bab901e4ce299e91a9a0153c9e0e2f57031597008dbc8ede5b5,3818cf44465f6e0cecf7a6d29e776a7eac32d69233ef9a7d6899d4610135c267
3dbf3a5806ccc50e8d83635bc38cc68073d89b009ba750dbbee11fd8fc6398aa,46fa04f831b133fbbc1dfad3124aa509d32fadb8c2bbdfcbfdc4119a1ef6cf74
9bfce49ae7d0e9f158d2acb28d6ad835d55e321e37fbceb7d8ea27658636f44a,07f63bec3be203d8b4d184ba8b7f8c7069115ed71eb85e6a9801dd00eb83e171
f87d1bfd2ba4237afb08b4b307761cda894413f4fc5e7fd7f8447b3a9c0c553e,25e13866d3f82873fa4d0dc74a3465461eb6297cfea914bec7b0d29634471963
47fb290d97de6e67d0fdc02bbffd3e9314741fd17064f2c12c0f843bcd8a319a,a97c0b5fbab5f20b2f6265a91b526c7470a400aa54925539b81d5b060f41a600
2127831ff189e4a556fdcfbb09d65db5e0a766a6d37fd99ded53e7d50634c23c,96140ef3875a9135f1b4af6852efc74b9ea3a4a263c7440c677a4dd6c85811bf
c4e7221656363f524bc92ebfdb58199d64185564d3a9f03c780a03f0f90dfe59,b021109b44b81ccb1bced0dd001a8bf64bfa05e32144562511420155895b7c23
1631c98e803bb3b672f7be4955698e9410b9981ef33d77509cda690436ece41a,9fd8da4b9eb014b9e6a90201d3f3258e3954947de5cde480a281d1c014757046
63d6f7e1922355b506525c3623439f7375a7626d80317870cd5c080c52ada949,ee345519c522657fe3625be5fe496231830bed7877f9360168ba42673c1b7382
a54f7662378b9eaecbb7803305e27abbccaab230b37c30b64d97a2124a24bdf7,4e5ded276a2f17e2a8af61cbfb033560b698e8b2f439e102f52cf6d39d7e1869
47fb290d97de6e67d0fdc02bbffd3e9314741fd17064f2c12c0f843bcd8a319a,8c997a5a6ba091829f93c29ef7b7a3e35cb35f006f82714e07701462ff9101e1
9b057a5358337c2f8d0cfd1d7512df738be9715159695be051416ad530e949a9,668918c499b51d6a20c2d9b35ce91606af4a1d65408714aab5a8b4ea8e107992
361bdac575ab9c7cfca22f9208b1c8fc95c505cd86d8e6ff823db2b5b4d2fed9,4b2caeaed5145164bf027a9059698a983e14a6fb5426f0911a619993b4b9a482
cb31257277bd94b6a924ab2442938f94c5c620e489bfd5fa651db75a8f55a80c,2b91483171942cde871f7f0f649263b9fb3dd9447d7dac8237b839d118b5704d
b3897de7bdb05a37484c1b217391c2e3de149543405b56ca9cc39b5ed2d7ca54,636173df6410cebf56e7ee61934d7c7029d3be68ef7ebdbe2c14787e54e704e7
52658c56e5e68b817ae148e809c1c9543e5fa9a4feda7e1fd91e11a1f37ef38e,de9f988f51809e53232f55a608c1affc2ac9401fca87869d73bb8207d0dc1b35
f87d1bfd2ba4237afb08b4b307761cda894413f4fc5e7fd7f8447b3a9c0c553e,ed6f6f2c0529a7cb47f5af694c2b9d4d2fbdf1ae94e79a7b194b3adca6ffbd9a
55df8fa66077738dfad833a6000aca9a7a50c1708377b96deea2be2f27509a37,0074d5d7aa4d71af4fd67d0d5016d05c8ae028b09d9d05afe791234a01efbb77
6301315eaadb3de2cac54b6d7b6b5b7bde12574518a2430769962b42f7029f60,7e3caa304adc3129266c85f6673e2f35235b3d02908b2194759e4bf4493de370
ebd2175591b965a1a328c3646f86bcd660aa604092a0cf5e3496479490099573,bb52f2077dd1e13e78d22a17939e0f76382027f8e641e5e07b5d41b875568f9e
bf2d18ca081b815c8c9aba89f0556e8110b3244720cbf6c0e76d5fde2fd8b83c,82520785021b603c53fe552b278b956663df67503c2e4badcb7c16a59fde8bba
a587b8bb70195ffffd5cd75479bd24615eb75e4001e1a5acd46cb9d4609fbae0,911423bae8dc7fe9225cb4b37466df1da64ecefaa8c543278c7bc067cf8ed750
b2209ebb9250db1c179c58b7f3762371a07528039519b3f8c5fc30bb12c113fd,bfd1ef5a0bba12c20e01406e6bf8c529918dd6b495c46d9a5c8f89a82c5c2462
081177d260c305fb18b9a290266384c422f5b6b626570154e2ed539174b00c13,4637de5f51cc457cf1edfb259a5e8fbe55e7754bf2b053d4a2e915bc414ed20a
ebd2175591b965a1a328c3646f86bcd660aa604092a0cf5e3496479490099573,a3d3264e5c95920da819226bcb983cbf973dec89e976372708ec56590fe3c066
ebd2175591b965a1a328c3646f86bcd660aa604092a0cf5e3496479490099573,ebac169c70c14f6565e9f52efa7e8ca55b44ef3b1fa63bb9074088591ff2112f
ebd2175591b965a1a328c3646f86bcd660aa604092a0cf5e3496479490099573,d82b25dc44bd22b82d49c64feaee8303f1fe837729b719409deb10f628823a4c
ebd2175591b965a1a328c3646f86bcd660aa604092a0cf5e3496479490099573,e9f38327e10f19451a97374efc6e525f67804dda809e59d85b0a5e63628df0b8
ebd2175591b965a1a328c3646f86bcd660aa604092a0cf5e3496479490099573,ec46770e7d97149c1c994813bb1da0c56579c47c2c3ee067fb295bb550d89a13
9ab30b8cd5a96f7428091113b3ca5be2db5d0f70babb72e724071ddf9b7702fa,e4e24e088c12e7f34e4d8b345ecee3297cf7807094cab3b78dc6c0aefb326ff7
3c507c33ce78baf3e60e0310bbc886a0a81cf5fbe3785b45670b6e82dd32d9e5,c0009af10e439a922d5f1deaaf608571fa9f4e3985c72d69c6db5ea5b14a284a
e2491fb970f564aa31d09ab908d6a0778175b497ee39d86684f2afceb465f497,6f6c918302e2ded6c18f95d01b8fb0b4e29ea70272019d080ce6e1681600104a
9b057a5358337c2f8d0cfd1d7512df738be9715159695be051416ad530e949a9,64d6ab85f7629b0d08e77a4a1d837a128bb922fad49cfd262581ef43815ca36a
cceaa91acd989ef28bcc78c5e9518b196b441f2e775b9a1f1c83ef44d767cd0d,8639a359611469c87e629a2bd6488f532ab95cd8f6a4f6e594ca3eec0667ed31
f8b6da1d9433f3f4c5e1fe878256da9965168679b862dc0a185b55eac11dad9d,ee345519c522657fe3625be5fe496231830bed7877f9360168ba42673c1b7382
d63b5d265b2849d36a5de92dd3892a06acab4c0037fca666cd9f1d6f8d47f57b,f3e4c78b9bb8838cdff1c292b65c098f22a1026a35b27b1030353458c0bb05dc
